,n_estimators,max_depth,first_games,num_train_seasons,cv_acc_mean,cv_acc_ci,cv_prec_mean,cv_prec_ci,away_precision,away_recall,away_support,draw_precision,draw_recall,draw_support,home_precision,home_recall,home_support,ovr_acc,confidence_factor,sure_away_precision,sure_away_recall,sure_away_support,sure_draw_precision,sure_draw_recall,sure_draw_support,sure_home_precision,sure_home_recall,sure_home_support,sure_ovr_acc
0,50,20,0,1,0.5181902509800841,0.01421098881890315,0.6131298992081493,0.025460633972195914,0.5019394879751745,0.25838658146964855,2504,0.930379746835443,0.26141078838174275,1687,0.4869392902179787,0.8655139289145053,3123,0.5183210281651627,0.5,0.630057803468208,0.21541501976284586,1012,0.9953051643192489,0.38405797101449274,552,0.5824133993148077,0.9432799013563502,1622,0.6151914626490897
1,50,20,0,2,0.5596314873768259,0.019343767451250726,0.6936064528873616,0.04146730095878084,0.7253521126760564,0.14820143884892087,2085,1.0,0.39753801593048516,1381,0.49794480328831475,0.9717341482047365,2618,0.5591715976331361,0.5,0.8623188405797102,0.39932885906040266,298,1.0,0.8848920863309353,417,0.765625,0.9773936170212766,752,0.8336741649625086
