,kernel,C,coef0,gamma,form_length,dummy,home_rel,minmax,cv_acc_mean,cv_acc_ci,cv_prec_mean,cv_prec_ci,away_precision,away_recall,away_support,draw_precision,draw_recall,draw_support,home_precision,home_recall,home_support,ovr_acc,train_time
273,rbf,1.0,1,auto,5,False,False,True,0.43138598228746583,0.004149551919401414,0.2507209483886057,0.11632800279346686,0.5769230769230769,0.007194244604316547,2085,0.0,0.0,1381,0.43083525916143944,0.9969442322383499,2618,0.4314595660749507,11.246987581253052
274,rbf,1.0,1,auto,5,False,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,7.404446840286255
275,rbf,1.0,1,auto,5,False,True,True,0.433987608303726,0.004070449187195007,0.2772244329871001,0.1640125883552512,0.48760330578512395,0.028297362110311752,2085,0.0,0.0,1381,0.4330035217172564,0.9862490450725745,2618,0.4340894148586456,6.671273946762085
276,rbf,1.0,1,auto,5,True,False,False,0.4186172220436652,0.013424704863384774,0.3367602821449081,0.035722132190992496,0.3624641833810888,0.24268585131894485,2085,0.12345679012345678,0.00724112961622013,1381,0.4410679400911656,0.7761650114591291,2618,0.4188034188034188,25.055978298187256
277,rbf,1.0,1,auto,5,True,False,True,0.43008516927933577,0.007002336531632518,0.18509609134358293,0.0057622114551892775,0.0,0.0,2085,0.0,0.0,1381,0.43021535426598717,0.9996180290297937,2618,0.43014464168310323,23.109392166137695
278,rbf,1.0,1,auto,5,True,True,False,0.42190304304808,0.011926863457017621,0.37416515921435406,0.02183348778960212,0.37765634486945965,0.2983213429256595,2085,0.24778761061946902,0.020275162925416364,1381,0.4433395004625347,0.7322383498854087,2618,0.42192636423405655,20.087510108947754
279,rbf,1.0,1,auto,5,True,True,True,0.43008516927933577,0.007002336531632518,0.2087349327911081,0.06066332037873692,0.3333333333333333,0.0009592326139088729,2085,0.0,0.0,1381,0.43024021059559064,0.9988540870893812,2618,0.43014464168310323,16.37991166114807
280,sigmoid,1.0,1,auto,5,False,False,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,6.482439279556274
281,sigmoid,1.0,1,auto,5,False,False,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,10.388527154922485
282,sigmoid,1.0,1,auto,5,False,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,3.3977179527282715
283,sigmoid,1.0,1,auto,5,False,True,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,6.215203046798706
284,sigmoid,1.0,1,auto,5,True,False,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,16.693652868270874
285,sigmoid,1.0,1,auto,5,True,False,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,20.108843088150024
286,sigmoid,1.0,1,auto,5,True,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,12.907243967056274
287,sigmoid,1.0,1,auto,5,True,True,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,16.564279079437256
288,linear,10.0,0,scale,5,False,False,False,0.40828224097636595,0.006266209364591425,0.37753624992043494,0.017642876412726598,0.3823946994794132,0.38752997601918465,2085,0.23129251700680273,0.07385952208544533,1381,0.4461756373937677,0.6016042780748663,2618,0.40844838921762,144.39496564865112
289,linear,10.0,0,scale,5,False,False,True,0.43287456619125253,0.020751594408564188,0.3304226557124913,0.018131937371389746,0.39182120779838325,0.39520383693045563,2085,0.0,0.0,1381,0.4549108264255212,0.6917494270435447,2618,0.43310322156476,17.011696338653564
290,linear,10.0,0,scale,5,False,True,False,0.4150727179563251,0.019008794323382726,0.3918125046504628,0.01364644264610604,0.3820939334637965,0.37458033573141486,2085,0.24507042253521127,0.06299782766111513,1381,0.44993215739484393,0.6333078686019863,2618,0.4151873767258383,74.01251578330994
291,linear,10.0,0,scale,5,False,True,True,0.44218485936573637,0.009246733772822237,0.33661913335208243,0.01127063673572429,0.40772999455634185,0.3592326139088729,2085,0.0,0.0,1381,0.4567930303743819,0.7410236822001528,2618,0.44197896120973046,8.407629251480103
