,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,criterion,class_weights,first_games,form_length,dummy,home_rel,minmax,cv_acc_mean,cv_acc_ci,cv_prec_mean,cv_prec_ci,away_precision,away_recall,away_support,draw_precision,draw_recall,draw_support,home_precision,home_recall,home_support,ovr_acc,confidence_factor,sure_away_precision,sure_away_recall,sure_away_support,sure_draw_precision,sure_draw_recall,sure_draw_support,sure_home_precision,sure_home_recall,sure_home_support,sure_ovr_acc,train_time
1314,50,,1,2,sqrt,entropy,False,100,5,False,False,False,0.4092482622099508,0.008121565391441033,0.3597994856010165,0.024652757030136294,0.3619441571871768,0.36477331943720687,1919,0.21578947368421053,0.03215686274509804,1275,0.44653179190751446,0.6464435146443515,2390,0.4093839541547278,0.5,0.4166666666666667,0.2112676056338028,284.0,0.0,0.0,235.0,0.48212083847102344,0.8967889908256881,436.0,0.4722513089005236,4.21334433555603
1315,50,,1,2,sqrt,entropy,False,100,5,False,False,False,0.4092482622099508,0.008121565391441033,0.3597994856010165,0.024652757030136294,0.3619441571871768,0.36477331943720687,1919,0.21578947368421053,0.03215686274509804,1275,0.44653179190751446,0.6464435146443515,2390,0.4093839541547278,0.55,0.4807692307692308,0.20161290322580644,124.0,0.0,0.0,101.0,0.520618556701031,0.9395348837209302,215.0,0.5159090909090909,4.21334433555603
1316,50,,1,2,sqrt,entropy,False,100,5,False,False,False,0.4092482622099508,0.008121565391441033,0.3597994856010165,0.024652757030136294,0.3619441571871768,0.36477331943720687,1919,0.21578947368421053,0.03215686274509804,1275,0.44653179190751446,0.6464435146443515,2390,0.4093839541547278,0.6,0.3333333333333333,0.08333333333333333,24.0,0.0,0.0,18.0,0.5681818181818182,0.9615384615384616,52.0,0.5531914893617021,4.21334433555603
1317,50,,1,2,sqrt,entropy,False,100,10,False,False,False,0.4238473224340125,0.022624990038774766,0.3751318896271606,0.039448416176390486,0.38526912181303113,0.3543512245961438,1919,0.20967741935483872,0.03058823529411765,1275,0.4530690889072392,0.6887029288702929,2390,0.42353151862464183,0.5,0.40131578947368424,0.17478510028653296,349.0,0.0,0.0,232.0,0.4718004338394794,0.8805668016194332,494.0,0.4613953488372093,4.190720796585083
1318,50,,1,2,sqrt,entropy,False,100,10,False,False,False,0.4238473224340125,0.022624990038774766,0.3751318896271606,0.039448416176390486,0.38526912181303113,0.3543512245961438,1919,0.20967741935483872,0.03058823529411765,1275,0.4530690889072392,0.6887029288702929,2390,0.42353151862464183,0.55,0.4528301886792453,0.13636363636363635,176.0,0.0,0.0,99.0,0.45681818181818185,0.9220183486238532,218.0,0.4563894523326572,4.190720796585083
1319,50,,1,2,sqrt,entropy,False,100,10,False,False,False,0.4238473224340125,0.022624990038774766,0.3751318896271606,0.039448416176390486,0.38526912181303113,0.3543512245961438,1919,0.20967741935483872,0.03058823529411765,1275,0.4530690889072392,0.6887029288702929,2390,0.42353151862464183,0.6,0.0,0.0,36.0,0.0,0.0,22.0,0.4519230769230769,0.9591836734693877,49.0,0.4392523364485981,4.190720796585083
1320,50,,1,2,sqrt,entropy,False,300,1,False,False,False,0.42799449639184345,0.026021930976255648,0.38541048692786045,0.03253189292796687,0.3991477272727273,0.35279347143753925,1593,0.2052980132450331,0.030009680542110357,1033,0.45289256198347105,0.6996935648621042,1958,0.4282286212914485,0.5,0.42028985507246375,0.2078853046594982,279.0,0.0,0.0,193.0,0.447870778267254,0.8739255014326648,349.0,0.44214372716199757,4.191999197006226
1321,50,,1,2,sqrt,entropy,False,300,1,False,False,False,0.42799449639184345,0.026021930976255648,0.38541048692786045,0.03253189292796687,0.3991477272727273,0.35279347143753925,1593,0.2052980132450331,0.030009680542110357,1033,0.45289256198347105,0.6996935648621042,1958,0.4282286212914485,0.55,0.40425531914893614,0.15833333333333333,120.0,0.0,0.0,78.0,0.48253968253968255,0.926829268292683,164.0,0.4723756906077348,4.191999197006226
1322,50,,1,2,sqrt,entropy,False,300,1,False,False,False,0.42799449639184345,0.026021930976255648,0.38541048692786045,0.03253189292796687,0.3991477272727273,0.35279347143753925,1593,0.2052980132450331,0.030009680542110357,1033,0.45289256198347105,0.6996935648621042,1958,0.4282286212914485,0.6,0.5,0.12,25.0,0.0,0.0,14.0,0.5285714285714286,1.0,37.0,0.5263157894736842,4.191999197006226
1323,50,,1,2,sqrt,entropy,False,300,3,False,False,False,0.4302152947820768,0.023486122219326677,0.38857699775290433,0.031756114146339845,0.40397350993377484,0.38292529817953547,1593,0.22857142857142856,0.03872216844143272,1033,0.45532942393928943,0.6741573033707865,1958,0.42975567190226877,0.5,0.4166666666666667,0.21739130434782608,230.0,0.0,0.0,190.0,0.4947049924357035,0.9008264462809917,363.0,0.48148148148148145,4.516017198562622
