,dummy_teams,dummy_coaches,scale,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,criterion,acc_train,ci_train,acc_test,ci_test,time
557,False,False,,500,32,4,log2,100.0,gini,85.30592699487826,0.40842860557411687,64.58604690668565,1.8333108239403029,35.58
558,False,False,,50,2,16,log2,100.0,gini,63.967842344286126,0.6461058005152418,53.87295486638284,2.741698071031294,19.57
559,False,False,,200,2,16,log2,100.0,gini,64.8227969869454,0.4778708675550473,54.26470744370242,2.2875726702943973,24.42
560,False,False,,500,2,16,log2,100.0,gini,64.61680519776056,0.19771553272497358,54.223491564653294,2.0196627351294425,35.22
561,False,False,,50,8,16,log2,100.0,gini,64.60133466193047,0.40583144538749805,54.05856434539798,1.6836628494131656,19.52
562,False,False,,200,8,16,log2,100.0,gini,64.76099043256235,0.6178878686815662,54.20280930489346,2.381349059771979,24.81
563,False,False,,500,8,16,log2,100.0,gini,64.73528886776525,0.4286866196928056,53.97621752471148,2.093098976073041,35.5
564,False,False,,50,32,16,log2,100.0,gini,64.60654499411598,0.8806891997265603,53.770265535583476,2.452214241265817,19.65
565,False,False,,200,32,16,log2,100.0,gini,64.59105191421688,0.4469988757869263,53.955726374128076,2.0858418624975266,24.59
566,False,False,,500,32,16,log2,100.0,gini,64.86402345856254,0.5235774619108589,54.47078683894805,2.475886377519433,35.31
567,False,False,,50,2,1,,400.0,gini,99.99484934329128,0.014300515607507999,82.38567955237984,0.8805597495636004,119.03
568,False,False,,200,2,1,,400.0,gini,100.0,0.0,83.02417531081785,1.25455972971845,378.17
569,False,False,,500,2,1,,400.0,gini,100.0,0.0,83.5804728890399,0.8444395198244963,903.88
570,False,False,,50,8,1,,400.0,gini,99.85064023829877,0.09431251999314,82.5504156624587,0.9949347581766942,121.53
571,False,False,,200,8,1,,400.0,gini,99.97939737316509,0.035028966297101595,82.92123116778323,0.7231974878279841,376.89
572,False,False,,500,8,1,,400.0,gini,99.97939737316509,0.035028966297101595,83.47735887118179,1.1405629800227302,893.28
573,False,False,,50,32,1,,400.0,gini,95.88485470877968,0.7016049396276025,79.9336851157803,1.9126059875955819,118.82
